drug_name,letter,has_ai_editorial,source_document_count,agencies
"5-Aminolevulinic acid",#,yes,2,PMDA;TGA
"Abacavir",A,yes,6,EMA;FDA;Other;PMDA
"abacavir",A,no,2,FDA;TGA
"abacavir + lamivudine",A,yes,1,TGA
"Abacavir with lamivudine",A,yes,5,EMA;Other;PMDA
"abametapir",A,yes,2,FDA
"Abatacept",A,yes,7,EMA;FDA;Other;PMDA;TGA
"abciximab",A,no,2,Other
"Abemaciclib",A,yes,7,EMA;FDA;Other;PMDA;TGA
"Abiraterone",A,yes,7,EMA;FDA;Other;PMDA;TGA
"abiraterone + methylprednisolone",A,yes,1,TGA
"abiraterone + prednisolone",A,yes,1,TGA
"abiraterone acetate",A,yes,3,FDA;TGA
"Abiraterone and methylprednisolone",A,yes,3,Other;TGA
"abobotulinumtoxinA",A,no,4,Other;PMDA
"abrocitinib",A,yes,6,FDA;Other;PMDA;TGA
"absinthium + arsenic + allium + amoeba + ammonium + dibasic + activated + cinchona + veratrum",A,yes,1,FDA
"Acalabrutinib",A,yes,8,EMA;FDA;Other;PMDA;TGA
"Acamprosate",A,yes,4,FDA;Other;PMDA;TGA
"acamprosate calcium",A,yes,1,TGA
"Acarbose",A,yes,6,FDA;Other;PMDA;TGA
"acebutolol",A,yes,3,FDA;Other;PMDA
"acenocoumarol",A,no,3,Other;PMDA
"acetaminophen",A,yes,4,Other;PMDA
"acetaminophen + chlorpheniramine + dextromethorphan",A,yes,1,FDA
"acetaminophen + dextromethorphan",A,yes,1,FDA
"Acetazolamide",A,yes,5,FDA;Other;PMDA;TGA
"Acetic acid",A,yes,2,FDA;Other
"acetohexamide",A,no,1,PMDA
"acetohydroxamic acid",A,yes,1,FDA
"acetylcholine",A,yes,3,FDA;PMDA;TGA
"acetylcholine + acetaldehyde + apiol + ascorbic + butylated + caffeic + candida + chlorogenic + cinnamic + coniferyl + coumarin + dopamine + estrogen + gamma-aminobutyric + gallic + histamine + indole + levodopa + malvin + mannan + melatonin + menadione + norepinephrine + octopamine + phenylalanine + phenyl + phlorizin + piperine + progesterone + pyrrole + quercetin + rutin + salsolinol + serotonin + taurine + testosterone + tryptophan",A,yes,1,FDA
"Acetylcysteine",A,yes,4,Other;PMDA;TGA
"Acetylcysteine (inhaled)",A,no,2,Other;PMDA
"achillea millefolium",A,yes,1,FDA
"Aciclovir",A,yes,3,Other;PMDA;TGA
"Aciclovir (eye)",A,no,1,Other
"Acitretin",A,yes,2,Other;TGA
"Aclidinium",A,yes,2,PMDA;TGA
"Aclidinium with formoterol",A,no,1,PMDA
"acrivastine + pseudoephedrine",A,yes,1,FDA
"activated + sorbitol",A,yes,1,TGA
"Activated charcoal",A,yes,1,TGA
"acyclovir",A,yes,1,FDA
"adagrasib",A,yes,1,FDA
"Adagrasib",A,no,1,PMDA
"Adalimumab",A,yes,5,Other;PMDA;TGA
"adalimumab",A,no,3,FDA;TGA
"Adapalene",A,yes,1,TGA
"Adefovir",A,yes,1,TGA
"Adenosine",A,yes,1,TGA
"adenosine + selenicereus + convallaria + pork + magnesium + potassium + thyroid + ubidecarenone + germanium + strophanthus + adonis + digitalis",A,yes,1,FDA
"adeps + bryonia + calcarea + choline + dna + dopamine + ferrum + folic + insulin + leptin + magnesium + l-methionine + methylcobalamin + proteus + rhus + riboflavin + ruta + sucrose + allylthiourea + zinc",A,yes,1,FDA
"ado-trastuzumab emtansine",A,yes,3,FDA;Other;PMDA
"adrenaline (epinephrine)",A,yes,2,TGA
"afamelanotide",A,yes,1,FDA
"Afatinib",A,yes,5,Other;PMDA;TGA
"Aflibercept",A,yes,5,Other;PMDA;TGA
"Agalsidase",A,yes,1,TGA
"agalsidase alfa",A,yes,1,TGA
"Agalsidase alfa",A,no,1,PMDA
"agalsidase beta",A,yes,2,FDA;TGA
"Agalsidase beta",A,no,1,PMDA
"Agomelatine",A,yes,1,TGA
"alanine + arginine + glycine + histidine + isoleucine + leucine + lysine + methionine + phenylalanine + proline + serine + taurine + threonine + tryptophan + tyrosine + valine",A,yes,3,TGA
"alanine + arginine + glycine + histidine + isoleucine + leucine + lysine + methionine + phenylalanine + proline + serine + threonine + tryptophan + tyrosine + valine + sodium + potassium + calcium + magnesium + sodium + zinc + glucose + soya + olive + medium + fish",A,yes,1,TGA
"Albendazole",A,yes,1,TGA
"albumin",A,yes,1,FDA
"albuterol",A,yes,1,FDA
"alcaftadine",A,yes,1,FDA
"alclometasone",A,yes,1,FDA
"aldesleukin + barium + agnus + chimaphila + clematis + conium + delphinium + digitalis + ferric + interferon + interleukin-10 + melatonin + saw + selenium + sus + transforming + thuja + zinc",A,yes,1,FDA
"Alectinib",A,yes,4,Other;PMDA;TGA
"Alendronate",A,yes,2,Other;PMDA
"alendronate + colecalciferol",A,yes,2,TGA
"alfacalcidol",A,no,1,PMDA
"Alfentanil",A,yes,1,TGA
"Alfuzosin",A,yes,2,Other;TGA
"Alglucosidase alfa",A,yes,1,TGA
"alirocumab",A,yes,2,FDA;PMDA
"aliskiren",A,yes,2,FDA;Other
"alitretinoin",A,yes,1,FDA
"Allopurinol",A,yes,3,Other;PMDA;TGA
"allopurinol",A,no,2,FDA;TGA
"almotriptan",A,yes,1,FDA
"aloe + semecarpus + silver + activated + matricaria + anamirta + citrullus + cupric + ferrosoferric + iodine + ipecac + strychnos + podophyllum + robinia + sepia + potentilla + veratrum",A,yes,1,FDA
"Alogliptin",A,yes,3,Other;PMDA;TGA
"alosetron",A,yes,1,FDA
"alpelisib",A,yes,2,FDA;TGA
"alpha-1-proteinase inhibitor human",A,yes,1,FDA
"Alpha1-proteinase inhibitor",A,yes,1,FDA
"Alprazolam",A,yes,3,Other;PMDA;TGA
"alprazolam",A,no,1,FDA
"Alprostadil",A,yes,1,TGA
"Alteplase",A,yes,2,PMDA;TGA
"aluminum + dimethicone + magnesium",A,yes,1,FDA
"aluminum + magnesium",A,yes,1,FDA
"aluminum acetate",A,yes,1,FDA
"aluminum sesquichlorohydrate",A,yes,1,FDA
"alvimopan",A,yes,1,FDA
"Amantadine",A,yes,2,PMDA;TGA
"Ambrisentan",A,yes,2,PMDA;TGA
"ambroxol",A,yes,1,FDA
"amcinonide",A,yes,1,FDA
"Amifampridine",A,yes,1,TGA
"amifostine",A,yes,1,FDA
"Amikacin",A,yes,1,TGA
"amiloride",A,yes,1,FDA
"amiloride + hydrochlorothiazide",A,yes,1,TGA
"aminocaproic acid",A,yes,1,FDA
"aminolevulinic acid",A,yes,2,FDA;TGA
"Aminophylline",A,yes,1,TGA
"aminophylline",A,no,1,TGA
"Amiodarone",A,yes,1,TGA
"Amisulpride",A,yes,1,TGA
"Amitriptyline",A,yes,1,TGA
"Amivantamab",A,yes,1,TGA
"amlodipine + benazepril",A,yes,1,FDA
"amlodipine + valsartan",A,yes,1,TGA
"ammonium lactate",A,yes,1,FDA
"amoxapine",A,yes,1,FDA
"amoxicillin + clavulanic",A,yes,1,TGA
"amphetamine",A,yes,1,FDA
"Amphotericin B",A,yes,1,TGA
"Ampicillin",A,yes,1,TGA
"amyl nitrite",A,yes,1,FDA
"Anagrelide",A,yes,1,TGA
"Anakinra",A,yes,1,TGA
"Anastrozole",A,yes,1,TGA
"Andexanet alfa",A,yes,1,FDA
"angiotensin II",A,yes,1,FDA
"Anidulafungin",A,yes,1,TGA
"Anifrolumab",A,yes,1,TGA
"ansuvimab",A,yes,1,FDA
"anthrax vaccine",A,yes,1,FDA
"anti-inhibitor coagulant complex",A,yes,1,FDA
"anti-thymocyte globulin (rabbit)",A,yes,1,FDA
"antihemophilic factor",A,yes,1,FDA
"antihemophilic factor (recombinant)",A,yes,1,FDA
"antithrombin III",A,yes,2,FDA;TGA
"antithymocyte globulin (rabbit)",A,yes,1,TGA
"antivenin",A,yes,1,FDA
"Apalutamide",A,yes,1,TGA
"apis + antimonium + ascorbic + bovista + carbolicum + chamomilla + cortisone + ginkgo + hepar + histaminum + natrum + quercetin + rhus + scutellaria + stomach + urtica",A,yes,1,FDA
"apis + antimony + ascorbic + lycoperdon + phenol + matricaria + cortisone + ginkgo + pork + histamine + sodium + quercetin + toxicodendron + scutellaria + sus + urtica",A,yes,1,FDA
"Apixaban",A,yes,1,TGA
"Apomorphine",A,yes,1,TGA
"Apraclonidine",A,yes,1,TGA
"Apremilast",A,yes,1,TGA
"Aprepitant",A,yes,1,TGA
"aprotinin + factor + fibrinogen + thrombin + calcium",A,yes,3,TGA
"arformoterol",A,yes,1,FDA
"Argatroban",A,yes,1,FDA
"arginine + acetyl-l-carnitine + ornithine + human",A,yes,2,FDA
"Argipressin",A,yes,1,TGA
"Aripiprazole",A,yes,1,TGA
"aripiprazole lauroxil",A,yes,1,FDA
"Armodafinil",A,yes,1,TGA
"arsenic + calcium + croton + graphite + centella + lycopodium + sodium + sulfur + eggshell + whey",A,yes,1,FDA
"Arsenic trioxide",A,yes,1,TGA
"arsenicum + lycopodium + pulsatilla + salix + acer + acer + populus + pinus + ligustrum + quercus + betula + liquidambar + fraxinus + morus",A,yes,1,FDA
"artemisia + pancrelipase + angelica + anisum + ascorbic + citrullus + sus + sus + sus + gentiana + pork + pancrelipase + melatonin + niacin + strychnos + sus + sus + serotonin + thiamine + tryptophan + trypsin",A,yes,1,FDA
"articaine + epinephrine",A,yes,2,FDA;TGA
"Asciminib",A,yes,1,TGA
"ascorbic + biotin + cholecalciferol + cyanocobalamin + folic + niacinamide + pantothenic + pyridoxine + vitamin + riboflavin + thiamine + alpha-tocopherol + calcium",A,yes,1,FDA
"ascorbic + calcium + iron + cholecalciferol + alpha-tocopherol + thiamine + riboflavin + niacinamide + pyridoxine + folic + iodine + zinc + copper + docusate + docosahexaenoic + icosapent",A,yes,1,FDA
"ascorbic + cholecalciferol + dl-alpha-tocopherol + pyridoxine + folic + levomefolate + cyanocobalamin + biotin + calcium + ferrous + iron + potassium + magnesium + doconexent + lowbush",A,yes,1,FDA
"ascorbic + cholecalciferol + thiamine + pyridoxal + folic + methylcobalamin + nadh + coenzyme",A,yes,1,FDA
"ascorbic + cholecalciferol + thiamine + pyridoxine + folic + methylcobalamin + riboflavin + niacinamide + calcium + ferrous + potassium",A,yes,1,FDA
"ascorbic + ferrous + iron + lacticaseibacillus",A,yes,1,FDA
"ascorbic + retinyl + cholecalciferol + thiamine + riboflavin-5-phosphate + pyridoxine + niacinamide + dexpanthenol + alpha-tocopherol + phytonadione + folic + biotin + cyanocobalamin",A,yes,1,FDA
"ascorbic + retinyl + cholecalciferol + thiamine + riboflavin-5-phosphate + pyridoxine + nicotinamide + dexpanthenol + tocopheryl + phytonadione + folic + biotin + cyanocobalamin",A,yes,1,FDA
"ascorbic + thiamine + riboflavin + niacinamide + pyridoxine + folic + methylcobalamin + biotin + pantothenic",A,yes,2,FDA
"Asenapine",A,yes,1,TGA
"Asfotase alfa",A,yes,1,TGA
"asparaginase",A,yes,1,FDA
"aspirin + omeprazole",A,yes,1,FDA
"Atazanavir",A,yes,1,TGA
"Atenolol",A,yes,1,TGA
"Atezolizumab",A,yes,1,TGA
"atidarsagene autotemcel",A,yes,1,FDA
"Atomoxetine",A,yes,1,TGA
"Atorvastatin",A,yes,1,TGA
"Atovaquone",A,yes,1,TGA
"atovaquone + proguanil",A,yes,2,FDA;TGA
"Atracurium",A,yes,1,TGA
"atropa + berberis + milk + chelidonium + citrullus + dioscorea + goldenseal + lycopodium + sodium + strychnos + phosphorus + anemone + veratrum",A,yes,1,FDA
"atropa + cupric + drosera + grindelia + ipecac + lobelia + naphthalene + eriodictyon",A,yes,1,FDA
"Atropine",A,yes,1,TGA
"Auranofin",A,yes,1,FDA
"Avacopan",A,yes,1,TGA
"Avalglucosidase alfa",A,yes,1,TGA
"Avanafil",A,yes,1,TGA
"Avatrombopag",A,yes,1,TGA
"Avelumab",A,yes,1,TGA
"avena + chamomile + helleborus + strychnos + canakinumab + melatonin + melissa + sus + pulsatilla + serotonin + valerian",A,yes,1,FDA
"avilamycin",A,yes,1,FDA
"axicabtagene ciloleucel",A,yes,4,FDA;TGA
"Axitinib",A,yes,1,TGA
"Azacitidine",A,yes,1,TGA
"Azathioprine",A,yes,1,TGA
"Azelaic acid",A,yes,1,FDA
"azilsartan",A,yes,1,FDA
"Azithromycin",A,yes,1,TGA
"azithromycin",A,no,2,FDA;TGA
"Aztreonam",A,yes,1,TGA
"aztreonam + avibactam",A,yes,1,FDA
"bacillus calmette-guerin",B,yes,1,FDA
"bacillus calmette-guerin (tice strain)",B,yes,1,FDA
"bacitracin",B,yes,1,FDA
"bacitracin + neomycin + polymyxin + pramoxine",B,yes,2,FDA
"Baclofen",B,yes,1,TGA
"Baloxavir",B,yes,1,TGA
"baloxavir marboxil",B,yes,2,FDA;TGA
"balsalazide",B,yes,2,FDA;TGA
"baptisia tinctoria",B,yes,1,FDA
"Baricitinib",B,yes,6,Other;PMDA;TGA
"baryta + baryta + belladonna + calcarea + conium + helleborus + iodine + juniperus + kali + lachesis + sus + natrum + rumex + scrophularia + silicea + xanthoxylum",B,yes,1,FDA
"Basiliximab",B,yes,6,Other;PMDA;TGA
"bazedoxifene",B,no,5,Other;PMDA
"BCG",B,no,2,Other;PMDA
"BCG vaccine",B,no,2,Other;PMDA
"becaplermin",B,yes,1,FDA
"Beclometasone (inhaled)",B,no,1,PMDA
"Beclometasone (intranasal)",B,no,1,PMDA
"beclometasone dipropionate",B,yes,1,TGA
"Beclometasone with formoterol",B,no,4,Other;PMDA
"Beclometasone with formoterol and glycopyrronium",B,no,1,PMDA
"beclomethasone dipropionate",B,yes,2,FDA
"bedaquiline",B,yes,6,FDA;Other;PMDA
"belantamab mafodotin",B,yes,4,FDA;Other;PMDA;TGA
"belatacept",B,yes,1,FDA
"Belimumab",B,yes,1,TGA
"belinostat",B,yes,1,FDA
"Belzutifan",B,yes,1,TGA
"belzutifan",B,no,2,FDA;TGA
"bempedoic + ezetimibe",B,yes,1,FDA
"Bendamustine",B,yes,1,TGA
"Benralizumab",B,yes,1,TGA
"Benzathine benzylpenicillin",B,yes,1,TGA
"Benzatropine",B,yes,1,TGA
"benzocaine + menthol",B,yes,1,FDA
"benzocaine + resorcinol",B,yes,1,FDA
"benzonatate",B,yes,1,FDA
"benzphetamine",B,yes,1,FDA
"Benzylpenicillin",B,yes,1,TGA
"bepotastine",B,yes,1,FDA
"Beractant",B,yes,1,TGA
"berberis + bryonia + phenol + carduus + chelidonium + juniperus + lycopodium + sodium + dibasic + heptahydrate + sodium + strychnos + phosphorus + lactic + taraxacum + viscum + yucca",B,yes,1,FDA
"berotralstat",B,yes,1,FDA
"besifloxacin",B,yes,1,FDA
"beta-carotene + ascorbic + cholecalciferol + alpha-tocopherol + thiamine + riboflavin + niacinamide + pyridoxine + folic + cyanocobalamin + ferrous",B,yes,2,FDA
"beta-carotene + ascorbic + cholecalciferol + alpha-tocopherol + thiamine + riboflavin + niacinamide + pyridoxine + folic + cyanocobalamin + pantothenic + iron + magnesium + zinc + copper",B,yes,1,FDA
"beta-carotene + ascorbic + sodium + cholecalciferol + alpha-tocopherol + thiamine + riboflavin + niacinamide + pyridoxine + folic + cyanocobalamin + ferrous",B,yes,3,FDA
"Betahistine",B,yes,1,TGA
"Betaine",B,yes,1,TGA
"betaxolol",B,yes,1,FDA
"Bethanechol",B,yes,1,TGA
"betibeglogene autotemcel",B,yes,1,FDA
"Bevacizumab",B,yes,1,TGA
"bevacizumab",B,no,1,FDA
"bexarotene",B,yes,1,FDA
"bezlotoxumab",B,yes,2,FDA
"Bicalutamide",B,yes,1,TGA
"bictegravir + emtricitabine + tenofovir",B,yes,4,FDA;TGA
"Bilastine",B,yes,1,TGA
"Bimatoprost",B,yes,1,TGA
"Bimekizumab",B,yes,1,TGA
"Binimetinib",B,yes,1,TGA
"Bisacodyl",B,yes,1,TGA
"bismuth + metronidazole + tetracycline",B,yes,2,FDA
"bismuth subsalicylate",B,yes,1,FDA
"Bisoprolol",B,yes,1,TGA
"Bivalirudin",B,yes,1,TGA
"black + taipan + death + tiger + brown",B,yes,1,TGA
"black + vitex + pyridoxine + riboflavin + cholecalciferol + cyanocobalamin",B,yes,1,FDA
"Black snake antivenom",B,yes,1,TGA
"Bleomycin",B,yes,1,TGA
"Blinatumomab",B,yes,1,TGA
"Bortezomib",B,yes,1,TGA
"Bosentan",B,yes,1,TGA
"bosutinib",B,yes,1,FDA
"Box jellyfish antivenom",B,yes,1,TGA
"bremelanotide",B,yes,1,FDA
"Brentuximab vedotin",B,yes,1,TGA
"Brexpiprazole",B,yes,1,TGA
"brexucabtagene autoleucel",B,yes,2,FDA;TGA
"Brigatinib",B,yes,1,TGA
"brinzolamide + timolol",B,yes,1,TGA
"Brivaracetam",B,yes,1,TGA
"Brolucizumab",B,yes,1,TGA
"Bromazepam",B,yes,1,TGA
"bromfenac",B,yes,1,FDA
"Bromhexine",B,yes,1,TGA
"Bromocriptine",B,yes,1,TGA
"brompheniramine + pseudoephedrine + dextromethorphan",B,yes,1,FDA
"Brown snake antivenom",B,yes,1,TGA
"budesonide + formoterol",B,yes,2,TGA
"budesonide + glycopyrronium + formoterol",B,yes,1,TGA
"Bulevirtide",B,yes,1,TGA
"Bumetanide",B,yes,1,TGA
"Bupivacaine",B,yes,1,TGA
"Buprenorphine",B,yes,1,TGA
"buprenorphine + naloxone",B,yes,1,FDA
"bupropion",B,yes,1,FDA
"bupropion hydrochloride",B,yes,1,TGA
"burosumab",B,yes,2,FDA;TGA
"Buspirone",B,yes,1,TGA
"Busulfan",B,yes,1,TGA
"butenafine",B,yes,1,FDA
"butoconazole",B,yes,1,FDA
"butorphanol",B,yes,1,FDA
"C1 esterase inhibitor",C,no,3,Other;PMDA
"Cabazitaxel",C,yes,4,Other;PMDA;TGA
"Cabergoline",C,yes,4,Other;PMDA;TGA
"Cabotegravir",C,yes,4,Other;PMDA;TGA
"cabotegravir + rilpivirine",C,yes,1,TGA
"Cabotegravir and rilpivirine",C,yes,4,Other;PMDA;TGA
"Cabozantinib",C,yes,4,Other;PMDA;TGA
"Caffeine",C,yes,1,TGA
"calaspargase pegol",C,yes,1,FDA
"Calcifediol",C,yes,1,TGA
"calcipotriene",C,yes,1,FDA
"calcipotriol + betamethasone",C,yes,1,TGA
"Calcitonin salmon",C,yes,1,TGA
"Calcitriol",C,yes,1,TGA
"calcium + cholecalciferol + magnesium + boron + folic + levomefolate + pyridoxine + cyanocobalamin + biotin + blueberry",C,yes,1,FDA
"calcium + glucose + magnesium + potassium + sodium + sodium",C,yes,2,TGA
"calcium + magnesium + dextrose + lactic + sodium + sodium + potassium + sodium",C,yes,1,FDA
"calcium + magnesium + potassium + sodium",C,yes,1,FDA
"calcium acetate",C,yes,1,FDA
"calcium polycarbophil",C,yes,1,FDA
"canagliflozin",C,yes,1,FDA
"canakinumab",C,yes,1,TGA
"Candesartan",C,yes,1,TGA
"candida albicans skin test antigen",C,yes,1,FDA
"cangrelor",C,yes,1,FDA
"Cannabidiol",C,yes,1,TGA
"cantharidin",C,yes,1,FDA
"Capecitabine",C,yes,1,TGA
"capecitabine",C,no,1,FDA
"Capivasertib",C,yes,1,TGA
"capmatinib",C,yes,1,FDA
"capsaicin",C,yes,1,FDA
"capsicum oleoresin",C,yes,1,FDA
"Captopril",C,yes,1,TGA
"carbachol",C,yes,1,TGA
"carbachol + brimonidine",C,yes,1,FDA
"Carbamazepine",C,yes,1,TGA
"Carbamide peroxide",C,yes,1,FDA
"Carbetocin",C,yes,1,TGA
"carbidopa + levodopa",C,yes,1,FDA
"carbidopa and levodopa",C,yes,2,FDA;TGA
"Carbimazole",C,yes,1,TGA
"carbinoxamine",C,yes,1,FDA
"Carboplatin",C,yes,1,TGA
"Carboprost",C,yes,1,TGA
"carboxymethylcellulose + glycerin + polysorbate",C,yes,1,FDA
"carduus + ceanothus + chelidonium + chionanthus + citrullus + hepar + veronicastrum + sodium + strychnos + phosphorus + quassia + taraxacum + teucrium",C,yes,1,FDA
"Carfilzomib",C,yes,1,TGA
"Carglumic acid",C,yes,1,TGA
"Cariprazine",C,yes,1,TGA
"carisoprodol",C,yes,1,FDA
"Carmustine",C,yes,1,TGA
"carmustine",C,no,1,TGA
"carteolol",C,yes,1,FDA
"Carvedilol",C,yes,1,TGA
"Caspofungin",C,yes,1,TGA
"Cefaclor",C,yes,1,TGA
"cefadroxil",C,yes,1,FDA
"Cefazolin",C,yes,1,TGA
"cefdinir",C,yes,1,FDA
"cefditoren",C,yes,1,FDA
"Cefepime",C,yes,1,TGA
"cefiderocol",C,yes,1,FDA
"cefixime",C,yes,1,FDA
"Cefotaxime",C,yes,1,TGA
"cefotetan",C,yes,1,FDA
"Cefoxitin",C,yes,1,TGA
"cefpodoxime",C,yes,1,FDA
"cefprozil",C,yes,1,FDA
"Ceftaroline",C,yes,1,TGA
"Ceftazidime",C,yes,1,TGA
"ceftazidime + avibactam",C,yes,1,TGA
"ceftibuten",C,yes,1,FDA
"ceftizoxime",C,yes,1,FDA
"ceftobiprole",C,yes,1,FDA
"ceftolozane + tazobactam",C,yes,2,FDA;TGA
"Ceftriaxone",C,yes,1,TGA
"Cefuroxime",C,yes,1,TGA
"Celecoxib",C,yes,1,TGA
"Cemiplimab",C,yes,1,TGA
"cenegermin",C,yes,1,FDA
"cenobamate",C,yes,1,FDA
"cephalexin",C,yes,1,TGA
"Ceritinib",C,yes,1,TGA
"ceritinib",C,no,2,FDA;TGA
"Cerliponase alfa",C,yes,1,TGA
"Certolizumab",C,yes,1,TGA
"Cetirizine",C,yes,1,TGA
"cetirizine hydrochloride",C,yes,2,FDA
"Cetrorelix",C,yes,1,TGA
"Cetuximab",C,yes,1,TGA
"cevimeline",C,yes,1,FDA
"chenodiol",C,yes,1,FDA
"chicken + mangifera + banana + morus",C,yes,1,FDA
"Chloral hydrate",C,yes,1,TGA
"Chlorambucil",C,yes,1,TGA
"Chloramphenicol",C,yes,1,TGA
"chlordiazepoxide",C,yes,1,FDA
"chlorhexidine + cetrimide",C,yes,1,TGA
"chlorhexidine + propylene",C,yes,1,FDA
"Chlormethine",C,yes,1,TGA
"chloroprocaine",C,yes,1,FDA
"Chloroquine",C,yes,1,FDA
"chlorothiazide",C,yes,1,FDA
"chlorphenamine + pseudoephedrine",C,yes,1,TGA
"Chlorpromazine",C,yes,1,TGA
"Chlortalidone",C,yes,1,TGA
"chlorzoxazone",C,yes,1,FDA
"cholecalciferol",C,yes,1,FDA
"cholestyramine",C,yes,1,FDA
"cholic acid",C,yes,1,FDA
"choline + inositol + folic + pantothenic + thiamine + beef + beef + methylcobalamin + niacinamide + para-aminobenzoic + pyridoxine + biotin + hordeum + riboflavin + saccharomyces",C,yes,2,FDA
"choline + inositol + folic + pantothenic + thiamine + beef + beef + methylcobalamin + nicotinamide + para-aminobenzoic + pyridoxine + biotin + hordeum + riboflavin + torula + saccharomyces",C,yes,1,FDA
"Choriogonadotropin alfa",C,yes,1,TGA
"chromium + copper + iron + manganese + iodine + fluoride + molybdenum + selenium + zinc",C,yes,1,TGA
"Ciclopirox",C,yes,1,FDA
"Ciclosporin",C,yes,1,TGA
"Cidofovir",C,yes,1,TGA
"cilostazol",C,yes,1,FDA
"ciltacabtagene autoleucel",C,yes,2,FDA;TGA
"cimetidine",C,yes,1,FDA
"Cinacalcet",C,yes,1,TGA
"cinnarizine + dimenhydrinate",C,yes,1,TGA
"Ciprofloxacin",C,yes,1,TGA
"Cisapride",C,yes,1,FDA
"Cisatracurium",C,yes,1,TGA
"Cisplatin",C,yes,1,TGA
"Citalopram",C,yes,1,TGA
"citric + magnesium + sodium",C,yes,1,TGA
"Clarithromycin",C,yes,1,TGA
"Clascoterone",C,yes,1,TGA
"clascoterone",C,no,2,FDA;TGA
"clemastine",C,yes,1,FDA
"Clevidipine",C,yes,1,TGA
"clindamycin + benzoyl",C,yes,1,TGA
"clindamycin + tretinoin",C,yes,2,FDA;TGA
"Clobazam",C,yes,1,TGA
"Clobetasol",C,yes,1,TGA
"Clobetasone",C,yes,1,TGA
"clocortolone",C,yes,1,FDA
"Clofarabine",C,yes,1,TGA
"Clomifene",C,yes,1,TGA
"Clomipramine",C,yes,1,TGA
"Clonazepam",C,yes,1,TGA
"clopidogrel + aspirin",C,yes,1,TGA
"clorazepate",C,yes,1,FDA
"Clotrimazole (skin)",C,yes,1,FDA
"clotrimazole + hydrocortisone",C,yes,1,TGA
"cloxacillin",C,yes,1,FDA
"Clozapine",C,yes,1,TGA
"coagulation + coagulation + coagulation + coagulation + protein + protein",C,yes,1,TGA
"coagulation factor IX",C,yes,1,FDA
"coagulation factor ix (recombinant)",C,yes,1,FDA
"coagulation factor VIIa",C,yes,1,FDA
"coagulation factor viia (recombinant)-jncw",C,yes,1,FDA
"coagulation factor X",C,yes,1,FDA
"coagulation factor x (human)",C,yes,1,FDA
"coagulation factor xiii (human)",C,yes,1,FDA
"Coal tar",C,yes,1,FDA
"Cobimetinib",C,yes,1,TGA
"Cocaine",C,yes,1,FDA
"Codeine",C,yes,1,TGA
"coffee + marine + amino + aloe + ophiocordyceps + elastin + curculigo + asian",C,yes,1,FDA
"Colchicine",C,yes,1,TGA
"colesevelam",C,yes,1,FDA
"colesevelam hydrochloride",C,yes,1,FDA
"colestipol",C,yes,1,FDA
"Colestyramine",C,yes,1,TGA
"colestyramine",C,no,1,TGA
"colistimethate",C,yes,2,FDA;TGA
"colistimethate sodium",C,yes,1,TGA
"collagenase clostridium histolyticum",C,yes,2,FDA
"conjugated + bazedoxifene",C,yes,1,FDA
"Corifollitropin alfa",C,yes,1,TGA
"corticorelin",C,yes,1,FDA
"Cortisone",C,yes,1,TGA
"cosyntropin",C,yes,1,FDA
"Crisaborole",C,yes,1,TGA
"crizanlizumab",C,yes,1,FDA
"Crizotinib",C,yes,1,TGA
"crizotinib",C,no,2,FDA;TGA
"Crotamiton",C,yes,1,FDA
"cyanocobalamin",C,yes,2,FDA
"Cyclizine",C,yes,1,TGA
"cyclobenzaprine",C,yes,1,FDA
"Cyclopentolate",C,yes,1,TGA
"Cyclophosphamide",C,yes,1,TGA
"Cycloserine",C,yes,1,FDA
"Cyproheptadine",C,yes,1,TGA
"Cyproterone",C,yes,1,TGA
"cysteamine hydrochloride",C,yes,1,TGA
"Cytarabine",C,yes,1,TGA
"Dabigatran",D,yes,4,Other;PMDA;TGA
"Dabrafenib",D,yes,4,Other;PMDA;TGA
"Dacarbazine",D,yes,4,Other;PMDA;TGA
"daclatasvir",D,no,2,Other;PMDA
"dacomitinib",D,yes,3,FDA;Other;PMDA
"Dactinomycin",D,yes,3,Other;PMDA;TGA
"dalbavancin",D,yes,2,FDA;Other
"dalfampridine",D,yes,4,FDA;Other;PMDA
"Dalteparin",D,yes,6,Other;PMDA;TGA
"Danaparoid",D,yes,2,PMDA;TGA
"Danazol",D,yes,4,FDA;Other;PMDA
"danicopan",D,yes,3,FDA;PMDA;TGA
"Dantrolene",D,yes,1,TGA
"Dapagliflozin",D,yes,1,TGA
"Dapoxetine",D,yes,1,TGA
"daprodustat",D,yes,1,FDA
"Dapsone",D,yes,1,TGA
"Daptomycin",D,yes,1,TGA
"Daratumumab",D,yes,1,TGA
"daratumumab + hyaluronidase-fihj",D,yes,1,FDA
"Darbepoetin alfa",D,yes,1,TGA
"daridorexant",D,yes,2,FDA
"Darifenacin",D,yes,1,TGA
"Darolutamide",D,yes,1,TGA
"Darunavir",D,yes,1,TGA
"Dasatinib",D,yes,1,TGA
"dasiglucagon",D,yes,2,FDA
"Daunorubicin",D,yes,1,TGA
"daxibotulinumtoxinA",D,yes,1,TGA
"Death adder antivenom",D,yes,1,TGA
"Deferasirox",D,yes,1,TGA
"Deferiprone",D,yes,1,TGA
"Defibrotide",D,yes,1,TGA
"deflazacort",D,yes,1,FDA
"Degarelix",D,yes,1,TGA
